cons,pros,summary,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,company
3.402240896,4.041316527,1.75,3.8,4,2,3,3,3,5,apple
4,4,4.4,3,4,3,5,4,3,5,apple
2.75,4.145714286,3,3,5,5,5,5,5,3,apple
3,3.75,3.333333333,3,2,1,2,2,2,4,apple
3.678571429,3.5375,3,2.798076923,4,4,4,3,4,2,apple
3.5,4.173333333,4.4,3.02991453,2,2,3,1,3,2,apple
2.894,4.076666667,2.75,3,5,3,5,4,5,4,apple
3.4,3.856666667,3.9,3,4,3,5,5,4,4,apple
3,4.183333333,4.2,3,5,5,5,5,5,5,apple
2.866666667,4.04,2.416666667,1.4,3,2,5,1,4,1,apple
3,3.266666667,3.844444444,3.571428571,5,3,5,4,4,5,apple
2.906666667,4.5,3,3.124166667,3,4,5,2,4,4,apple
1.833333333,3.551666667,4.6,4,4,3,4,4,3,3,apple
3.55,3.65,4.133333333,3,5,5,5,1,5,5,apple
3,3.875,3,4,4,4,5,4,3,4,apple
3,4.175,5,4.333333333,5,5,5,5,5,5,apple
3,4.2,4.6,3.464285714,4,4,5,5,3,4,apple
3.14625,4.2875,3.7,3,4,3,5,4,5,5,apple
1.928571429,4.4,3.2,3,2,1,3,1,1,1,apple
3.369444444,3.517857143,4.8,3,4,4,4,2,4,3,apple
3.077777778,3.38989899,2.8,3.5,3,2,2,3,2,4,apple
3.0625,4.066666667,3,3,1,1,3,1,3,4,apple
3.4,3.8,3.844444444,3,5,5,5,4,5,5,apple
2.966666667,3.32,3,3.9,2,1,3,2,4,2,apple
3,3,4.6,3,3,3,5,4,3,3,apple
3.143055556,4.2125,3,4.625,4,1,4,3,4,4,apple
3.5,3.6,4.4,3,3,2,3,3,5,3,apple
3.410858586,4,3,3.144444444,4,3,3,3,3,3,apple
2.416666667,3,4.6,3,4,3,4,4,3,3,apple
2.74,4.6,4.6,3,3,1,3,3,5,2,apple
3.6,3.4,4.6,5,4,5,5,5,5,5,apple
3.153333333,3.925694444,4.25,3,5,4,4,5,5,5,apple
2.2,3.8,4.6,3,5,none,none,none,none,none,apple
3.4,3.45,3,3.5,5,4,5,5,4,4,apple
3.076,3.95,4,3,3,1,3,3,3,3,apple
3.6,3.875,3,3,1,1,2,2,3,1,apple
2.7,3.723809524,3.8,3.4,3,1,3,4,5,4,apple
3.03452381,4.213333333,3,3,5,4,5,3,4,5,apple
3.95,3.932142857,5,3,5,5,5,5,5,5,apple
2.75,4.442222222,4.233333333,3,4,5,4,2,5,3,apple
3,4,3,3.136363636,3,1,1,1,3,2,apple
3.304166667,4.066666667,4.4,3.18,4,4,5,3,3,3,apple
2.823879365,4.4,3,3.35,3,1,2,2,2,1,apple
3.10510582,3.697894737,4.05,2.916397392,3,4,3,3,4,2,apple
2.408333333,4.4,3,3,4,3,4,4,4,4,apple
2.2625,3.866666667,3.008333333,3,4,4,5,2,3,4,apple
2.763333333,3,3,3,4,none,none,none,none,none,apple
2.803571429,3.333333333,4.666666667,3,5,5,5,5,5,5,apple
3.56,3.85,5,1.8,5,5,4,5,2,5,apple
3.109006734,4.18,3,3.1875,2,1,2,3,1,1,apple
3.422348485,3.868181818,4,3.795833333,5,4,5,5,4,5,apple
2.821666667,3.849166667,4,4,4,2,5,4,3,4,apple
2.864285714,3.818181818,5,3,4,3,5,4,4,3,apple
2.6,3,4.6,3.936363636,4,2,5,4,4,4,apple
4,4.133333333,3.3,3.454545455,4,5,5,3,3,3,apple
2.748508772,4,1,4,1,1,1,3,3,1,apple
2.733333333,3.8,3,3,4,5,3,3,4,3,apple
3.2,3.428571429,4.6,3,5,5,5,4,5,4,apple
3.5,3.55,5,3,5,3,4,3,5,4,apple
2.85,4.066666667,4,3.466666667,5,2,5,4,4,4,apple
2.5125,4.2,3.925,3,4,2,4,3,3,3,apple
3,4.6,3.508333333,3.75,3,3,3,2,4,3,apple
3.366666667,4.166666667,5,3.5,4,4,4,4,3,5,apple
3.208333333,3.564,4.3,3.2,4,3,4,3,4,2,apple
2.25,4.51,3,3.968181818,5,5,5,5,5,5,apple
3.594444444,3.474,3,3.791666667,4,none,none,none,none,none,apple
2.75,4.6,3.4,3,4,3,5,3,5,3,apple
3.136363636,3,4.6,2.85625,5,4,5,4,4,3,apple
3.3,3.866666667,3,3,4,3,3,4,4,4,apple
2.978095238,3.828571429,4.6,3,5,none,none,none,none,none,apple
3.48,4.24,4.6,3,4,5,5,3,3,4,apple
3,4.133333333,3.8,3,3,3,3,2,3,2,apple
3.366666667,4,3.8,3,3,3,5,1,4,3,apple
3.571428571,4.233333333,3.7,3,3,3,3,3,3,3,apple
3.068,4.064285714,3,3.45,4,2,5,4,4,4,apple
4.4,3.1,4.6,3,4,4,5,2,5,4,apple
2.875,3.8,3.454545455,3.3125,4,2,4,3,4,3,apple
3.52,4.4,3.583333333,4,4,5,5,3,3,4,apple
3.393015873,3.328090909,3.42,3.4,4,1,4,3,3,3,apple
3,3.7,4.2,3,5,5,5,5,5,5,apple
3.72,4.8,4.3,3.733333333,4,3,5,3,4,4,apple
3.440952381,4.6,3,3.8,4,4,5,4,3,5,apple
3,3,4.2,3,4,2,5,2,3,4,apple
3,3.428571429,3.6,3,5,3,4,4,3,3,apple
3.2,4,4.4,3,3,none,none,none,none,none,apple
3,4.6,5,5,5,5,5,5,5,5,apple
1,2.75,2.75,3,1,none,none,none,none,none,apple
3.433333333,4.5,3,3,5,4,5,3,4,5,apple
1.833333333,4.6,4.4,3,4,2,4,3,3,2,apple
3,4,3,3,3,none,none,none,none,none,apple
2.933333333,3.68,3,3.344444444,4,4,4,4,4,4,apple
3,4.4,3,3,5,5,5,4,5,5,apple
3,3.45,3,3,4,none,none,none,none,none,apple
3.454545455,2.833333333,3,3,4,4,4,4,4,4,apple
3.409714286,3.476190476,3.7,4,4,2,4,3,4,4,apple
3.203787879,4.111111111,3,2.916666667,3,1,3,2,3,3,apple
4.6,3.533333333,3.8,3,5,4,4,4,4,5,apple
2.1,4.2,3,3,4,4,5,5,4,5,apple
3.420952381,3.683333333,5,3,5,4,5,4,5,5,apple
1,4.6,3.4,4,4,3,4,3,3,3,apple
2.556060606,3.9,3.733333333,3.466666667,2,1,5,1,1,1,apple
3.206666667,3.578571429,2.8,3,3,2,4,1,2,3,apple
2.7,4.6,3,3,3,none,none,none,none,none,apple
3.203787879,4.111111111,3,2.916666667,3,1,3,2,3,3,apple
3,3.766666667,4.6,3,4,4,4,4,5,4,apple
2.831349206,4.55,3,4,3,2,5,3,3,5,apple
2.733333333,4,3.208333333,3,5,3,4,4,5,3,apple
4.3,4.05,4,3.419545455,5,2,5,4,5,3,apple
3,3.3,4.4,3.419727891,5,3,5,4,4,5,apple
3.025,3.6875,3,3.8,4,2,3,3,3,5,apple
3.770833333,3.41,4.4,3,4,4,4,3,3,3,apple
2.133333333,3.333333333,3.16,3,3,5,5,3,4,3,apple
2.995238095,3.955555556,3.65,3,4,4,3,3,4,3,apple
2.9,3.1,3,3,3,3,4,4,3,4,apple
3.25,4.155,3.685714286,3.254166667,4,3,5,4,4,3,apple
3.675,5,5,3,5,5,4,4,4,3,apple
3,3.424242424,4.6,3,5,5,5,4,4,5,apple
3.4,3.933333333,2.8,3,3,2,3,2,3,2,apple
2.9,4.165714286,3.7,3,4,3,4,4,5,4,apple
2,3.2,3,3,4,4,5,3,4,3,apple
4.022222222,3.777777778,3.2,2.90625,3,1,2,2,4,1,apple
3,3.8,4.6,3,5,5,5,3,2,5,apple
3,3,3,2.625,2,2,3,4,4,2,apple
3.142857143,3.689047619,3,3.589795918,3,2,3,3,3,2,apple
2.6,3.5,3.6,3,5,5,5,4,5,3,apple
2.2,3,4.6,3,3,4,5,2,5,3,apple
3,3,3,4.25,4,2,4,5,3,3,apple
2.6,4.4,4.6,3,4,3,4,2,4,4,apple
2.6,3,3.151515152,3,4,2,5,3,4,5,apple
4.6,4.4,4,3,3,4,4,3,4,4,apple
3.528571429,4.15,4.6,4.3,3,2,4,3,2,2,apple
3.25,4.8,3.6,3.3,3,1,4,3,4,5,apple
1,3.80952381,4,3.4,2,1,2,2,4,1,apple
3.833333333,4.55,4.284090909,4.425,5,4,4,4,5,4,apple
3.115800866,4.354285714,2.8,4.6,3,5,5,4,2,4,apple
3.461538462,3.52,3.8,3,4,3,5,2,5,5,apple
2.495238095,4.0375,3,2.6,3,1,2,1,3,1,apple
3.047777778,3.85,4.4,3,4,4,5,3,3,4,apple
2.433333333,4.6,2.766666667,3.933333333,3,2,3,2,2,3,apple
2.642857143,3.2,3.75,3,5,none,none,none,none,none,apple
2.333333333,3,5,3.95,5,5,4,3,5,3,apple
2.304166667,3.95,3,3.1875,2,5,2,3,5,3,apple
3.4,4.4,3,3.037179487,4,4,5,4,4,3,apple
3.3,3.95,2.8,3,4,none,none,none,none,none,apple
2.715,3,1.18,3,1,1,1,2,2,3,apple
2.4,4.12,3.728571429,3,4,2,5,3,5,4,apple
2.928571429,4.55,3.928571429,5,4,3,5,1,2,2,apple
3.054047619,3.95,5,3.138888889,5,3,5,3,3,3,apple
3.164242424,3.868181818,3,3.32,2,1,1,3,3,1,apple
3,2.75,5,3,5,5,5,5,5,4,apple
3.2,3.67,3,3.125,4,5,2,4,5,3,apple
3.128888889,4.6,3,3.386868687,3,1,4,3,2,1,apple
3.4,3.136363636,4.4,3,3,4,4,5,5,4,apple
2.836666667,3.834848485,4.6,3,2,2,3,1,2,4,apple
3,4.6,5,4.6,5,5,5,5,5,4,apple
2.461538462,5,4.4,3,3,none,none,none,none,none,apple
2.556666667,3.621706349,4.4,3.2,5,5,4,3,4,5,apple
3,3.9,4.82,3,5,5,5,5,5,5,apple
1.6,4.043181818,3.6,3,5,4,5,5,5,5,apple
3.8,3.6875,3,5,4,2,4,3,3,4,apple
2.6,5,3,3,5,5,5,5,5,5,apple
2.857142857,4.166666667,4.4,3,4,none,none,none,none,none,apple
3,3.957575758,3.4,3,4,3,4,3,5,3,apple
1,3,2.4,3,5,2,2,2,2,2,apple
3.184722222,4,3,3.22962963,1,3,1,1,3,1,apple
3.3,4.866666667,3,5,5,5,5,5,5,5,apple
3.272727273,4.8,4,3,5,5,5,5,5,5,apple
3.05,4.033333333,3.1,4,2,4,5,2,3,2,apple
2.2,3.333333333,3,3,3,5,5,3,3,2,apple
2.949431818,3.5,3.3,3.574545455,3,3,4,2,4,3,apple
2.733333333,3.58,5,3,5,none,none,none,none,none,apple
2.766666667,4.6,4.5,3.322272727,4,3,5,2,4,4,apple
1.8,4.007539683,4.4,3,4,3,4,3,5,2,apple
2.25,5,5,3,5,1,5,5,2,2,apple
3.4,3.8,4.2,3,5,none,none,none,none,none,apple
3.2,4.05,3.7,4,4,none,none,none,none,none,apple
2.766269841,3.8,3,2.8,3,3,3,3,2,3,apple
3.033333333,3,3.55,3.571428571,3,1,2,2,4,1,apple
3,4.4,3.3,3,4,2,5,5,3,4,apple
2.63,3.973809524,2.75,4,4,4,5,3,5,4,apple
3.36425,3,3.32,3,4,2,4,1,3,2,apple
1.6,4.6,5,3,5,5,5,3,5,3,apple
3.6,3,3.714285714,3,5,5,4,3,5,5,apple
3,3,4.6,3,4,5,5,1,3,4,apple
3.0125,4.307142857,3,3,3,3,5,3,3,4,apple
3.208333333,3.814545455,3.8,3,4,4,5,3,4,4,apple
4,3,3.5,2.766666667,5,4,5,4,5,4,apple
3,2.933333333,3,3,4,2,5,4,3,3,apple
3,3.866666667,1.6,3,2,3,2,2,3,4,apple
3.105,4.15,2.533333333,3,3,2,5,4,3,4,apple
2.2,3.25,2.416666667,3,4,1,4,3,4,3,apple
3,3,4.4,3,4,3,5,4,4,4,apple
1.8,3.888888889,4,3,1,1,2,1,3,1,apple
3.368885281,3.774545455,4.34,2.690909091,4,3,4,3,3,2,apple
3.05,3,4.4,4,3,3,3,4,3,4,apple
3.169166667,3.744444444,3.8,3,4,4,4,4,5,4,apple
3,3.120833333,3,3,3,4,4,4,4,3,apple
3,3.6,3,3,4,3,4,2,3,3,apple
2.857142857,3.733333333,4,3,3,3,2,2,4,3,apple
3,3,4.6,3,4,3,3,3,3,2,apple
3.0725,3.175,3.2,3,4,4,4,2,3,5,apple
2.733333333,3.6,3,3.75,3,2,4,2,3,3,apple
2.6,4.4,3,3,3,3,3,3,3,3,apple
3,3,3.45,4,3,2,4,4,3,2,apple
2.416666667,4,3,3,4,3,4,2,2,4,apple
2.948412698,4.8,2.4,3.2,2,2,3,2,3,3,apple
3,3.682142857,4,4.75,5,3,5,4,4,5,apple
3,4.3875,5,3,5,3,5,5,5,5,apple
3,4.473333333,5,4.4,5,5,5,5,5,5,apple
2.9,3.1,3.4,3,3,3,3,3,3,3,apple
3.1375,3.966666667,3.714285714,3.8,4,2,5,4,4,4,apple
2.702083333,3.95,3.35,3.933333333,2,4,2,1,2,3,apple
2.875,3.926455026,3,3.125936508,3,2,4,3,3,3,apple
2.7,3,3,3,1,1,1,1,1,1,apple
3.633333333,4.3,3.5875,3,3,1,5,4,3,5,apple
2.502777778,4.421666667,4.6,3,4,3,1,4,5,4,apple
2.4,4,4.6,3,5,5,5,5,5,5,apple
3.2,3.65,3,3,5,4,5,2,4,3,apple
3.211111111,3.5,2.8,3.2,3,3,5,2,5,2,apple
2.9,3.6,3,3,5,3,5,4,5,4,apple
3,4.466666667,3,4,3,2,5,4,4,5,apple
3.05,3.166666667,3,3,2,3,3,1,3,3,apple
2.5,4.014285714,3.6,3,5,5,5,5,5,5,apple
2.8,3.188636364,4,3.9,5,4,5,5,5,5,apple
3.4,4.6,3,3,3,3,2,1,4,2,apple
3.114285714,3.5,2.933333333,3,3,2,2,2,3,2,apple
3.029166667,3.733333333,3.1875,3,1,1,1,1,3,1,apple
2.416666667,3,3,3,5,5,5,4,5,5,apple
2.8,3.875,4.6,3,4,3,4,3,4,3,apple
3,3.9,5,3,4,5,5,5,5,5,apple
2.641666667,3.733333333,2.8,3,5,4,5,3,5,3,apple
2.911688312,4.313333333,4.2,3,3,4,3,2,3,2,apple
3.275,4.6,3,3,4,3,3,3,3,2,apple
3.133333333,3.383838384,4,3.564285714,5,5,5,3,4,4,apple
2.503472222,3.696666667,4.294166667,3.35,4,3,5,2,3,3,apple
3.004166667,3.88,2.966666667,3.614285714,2,1,2,2,3,2,apple
3.75,4.05,5,3.138888889,4,3,5,3,4,2,apple
2,3.61,3,2.340740741,3,3,2,4,2,3,apple
2.953571429,3.205555556,4,3,4,3,4,3,3,3,apple
4,4.15,5,3,5,none,none,none,none,none,apple
3.266666667,3.43,3.590909091,3,5,5,5,3,5,5,apple
3.933333333,4.2,3.833333333,3.666666667,4,3,4,3,4,4,apple
3.616666667,3.7,4,3,4,3,4,4,4,4,apple
2.183333333,4,4.4,3,4,4,4,4,3,5,apple
3.26,3.866666667,4,3,3,4,4,4,3,3,apple
2.82125,3.457575758,3.3125,3.733333333,3,2,5,2,4,3,apple
3,3.244285714,4,4,4,4,5,4,5,4,apple
3.463636364,3.454545455,3,4,5,4,4,4,4,4,apple
3,4.6,3.571428571,3,5,5,5,5,5,5,apple
3.355555556,4.533333333,3.008333333,3.40952381,3,4,5,3,2,3,apple
2.9,4.6,4.6,3,5,5,5,3,5,4,apple
2.954642857,3.95,3,3.254679144,3,3,3,2,4,1,apple
3.322222222,3.899047619,3.714285714,3,4,4,5,5,4,3,apple
2.5,5,3.6,3,5,1,2,1,1,4,apple
3.432291667,5,4.25,5,5,4,5,5,2,5,apple
3.5,3.7,3,3.5,4,3,4,3,5,3,apple
2.508333333,4.4,3.2875,3.52,4,4,3,3,4,3,apple
3.4,3.933333333,3,3.78125,4,4,4,3,5,5,apple
3.031746032,3.5,3.6,4.25,5,4,5,5,5,4,apple
3.094444444,3.738636364,4.6,4.2,5,5,5,5,3,5,apple
3.85,4,3,3,5,3,5,3,4,4,apple
3.138888889,3,4,3,3,3,3,3,3,3,apple
2.05,4.1,4.6,3.25,4,2,4,3,4,4,apple
2.7,4.1,5,4.75,4,4,4,4,4,4,apple
3,3.866666667,5,3,5,5,5,4,5,3,apple
2.6,4.6,3,3.36,4,4,4,5,2,5,apple
3.116666667,3.733333333,2.416666667,3.8,4,2,4,4,4,4,apple
2.4,4.6,3,3.224242424,5,4,5,5,4,5,apple
4.3,3.76,4.4,3.066666667,4,1,4,3,5,3,apple
2.533333333,3.666666667,3,3.933333333,3,3,4,3,4,1,apple
3,3.878571429,5,3,5,3,4,4,4,4,apple
1,4.8,3,3,4,none,none,2,none,none,apple
3.004166667,4.533333333,3,3,3,3,3,3,2,3,apple
3.2,4,3,3,5,4,4,4,4,4,apple
3.444444444,3.486363636,3,3,3,2,2,2,3,3,apple
2.85,4.2,3,3,3,2,4,2,3,1,apple
2.577777778,4.325,4.6,4,4,2,5,4,4,4,apple
2.8,3.30021645,4,3,5,4,4,5,5,4,apple
3,4.5,4.6,3,5,3,3,3,3,3,apple
3.087319728,3.95,3.6,3,3,2,5,3,3,2,apple
2.135,4.038095238,4.6,3,5,2,4,4,5,4,apple
2.333333333,4.066666667,3,3.5,4,2,4,4,5,3,apple
3.465,3.45,3.4,3.65625,2,5,2,2,4,3,apple
4.333333333,2.958333333,4.6,3,5,5,5,5,4,3,apple
3.222222222,4.03,3,3,3,2,3,3,3,3,apple
2.966785714,3,3.173333333,3.6,4,2,4,2,4,5,apple
3.2,3.794444444,4.6,3.5,4,3,5,4,3,5,apple
3,3,3.3,4,1,1,2,2,1,1,apple
3.366666667,4.3,5,3.628571429,4,2,4,2,5,1,apple
2.541666667,4.45,4,3,4,5,5,3,4,4,apple
4,4.2,2.9,4,2,1,3,1,1,3,apple
3,3.445995671,3.536363636,3,4,5,5,4,5,4,apple
3.9,3.675,3.5,3.126428571,4,3,5,2,5,3,apple
3.733333333,3.666666667,4.4,3,3,2,5,2,4,3,apple
2.487962963,3.488961039,3.274074074,2.905555556,4,4,4,3,4,3,apple
3.432142857,4.4,1.6,3.577662338,4,3,4,2,4,4,apple
3.533333333,3.973605442,3.266666667,3,3,3,3,3,3,3,apple
3.177619048,4.04,3,2.96,1,1,1,1,5,1,apple
2.59,3.8,1,3,1,2,3,2,2,1,apple
3,4,4.6,4,5,2,3,2,3,2,apple
1.666666667,3.957575758,2.8,3,2,1,2,1,4,1,apple
3.5552,3.7,4,3.701136364,5,4,5,4,5,5,apple
3.05952381,4.4,4.3,3.272323232,4,5,5,3,4,4,apple
2.71,3.687121212,3.8,2.875,5,4,4,5,4,5,apple
3.351190476,3.372066116,3.32,3,4,none,none,none,none,none,apple
3.2,4.133333333,4.6,3.5,5,2,4,3,4,4,apple
3,4.066666667,3,4,4,3,5,3,2,4,apple
2.208333333,4.016666667,3,3,3,3,5,3,3,3,apple
3.273333333,3.781666667,3.91,3.4,4,3,5,3,3,4,apple
3.29,3.91,4.82,3,5,5,5,5,5,5,apple
2.75,4.3,4.6,4,5,4,5,5,3,5,apple
4,4,3.533333333,4.333333333,3,2,3,3,4,2,apple
3,4.5,4.6,3.333333333,4,none,none,none,none,none,apple
2.65,3.946666667,5,4.4,5,4,5,5,4,4,apple
3,3.8,2.2,2.854166667,1,1,1,1,1,1,apple
3,3.4,4.2,2.722916667,5,3,5,4,4,4,apple
2.2125,3.8375,5,3,5,5,5,5,5,5,apple
2.831666667,3.35,3.6,3,3,4,4,3,3,4,apple
2.706060606,3.720238095,3.933333333,3,4,4,5,3,3,4,apple
2.3,3.533333333,4.3,3.5,5,5,5,4,4,5,apple
3.166666667,4.2,3.6,4.25,4,4,4,4,5,4,apple
3.164272727,3.419350649,3.666666667,3.171428571,4,1,5,5,none,none,apple
2.75,4.2125,4.4,3,5,5,5,5,5,5,apple
3.173333333,3.75,3.964,3,4,2,5,4,4,4,apple
3.675,4.24,3.75,3,4,4,4,3,4,4,apple
3.178181818,3.2125,3,3.21875,4,1,2,5,3,4,apple
2.766666667,3.953333333,5,1.8,5,2,5,4,4,5,apple
2.579166667,3.525,4.6,3.5,4,3,3,2,5,3,apple
2.92,3.966666667,3.3,4.4,3,4,5,3,2,4,apple
3.63,4.2,3,3,2,1,3,2,4,1,apple
2.416666667,4,3,3,5,3,4,4,4,4,apple
3.233333333,3.424829932,5,3,4,3,4,2,5,4,apple
2.316666667,3.6,4.366666667,2.914285714,4,3,5,3,4,5,apple
3.2,3.9,4.6,4.375,5,4,5,4,5,4,apple
1.933333333,3.606666667,3,3.95,4,2,5,4,3,2,apple
3.55,3,3,3.6,5,3,5,5,2,5,apple
2.533333333,4.266666667,3.45,3.533333333,3,4,4,2,3,3,apple
3.042666667,4.3125,3,3,5,3,5,5,4,5,apple
3,4.030555556,3,5,4,3,5,4,5,3,apple
3.094444444,4,3.733333333,3,4,4,5,3,5,3,apple
3.218367347,4.04,4.6,3.4,4,4,5,4,5,4,apple
3,3.805555556,3.8,3,5,2,5,5,5,3,apple
2.840238095,4.6,3,3.375777778,1,1,3,1,2,1,apple
3,4.333333333,4.25,3.5,4,4,3,3,5,5,apple
3.6,4.18,3.966666667,3.295,5,5,5,4,5,5,apple
3.214285714,4,4.4,3,4,5,5,5,5,5,apple
3,3.3,4.6,3,5,2,5,4,2,5,apple
2.8375,3.833333333,3,3,1,1,2,3,4,3,apple
3.266666667,3.914285714,3,1.8,3,1,5,1,2,2,apple
3,4.866666667,4,3,5,4,5,5,5,5,apple
2.2,4.1,3,2.826666667,3,1,1,3,3,2,apple
3,3.1,3.636363636,3,1,3,1,1,4,1,apple
1.8,3.932804233,4.6,3,5,5,5,5,3,4,apple
3.6,3.4,5,3.615909091,5,5,5,5,5,5,apple
3.033333333,3,3,3.05,2,2,3,3,4,2,apple
1.485,4,3,3,2,2,4,1,3,2,apple
2.7,4.21,4.6,4.6,4,none,none,none,none,none,apple
2.733333333,4.26,3,3.575,2,none,none,2,3,2,apple
3.408,4.333333333,5,3,5,5,5,5,5,5,apple
3.2,4.221666667,3,3,5,5,5,5,5,5,apple
4.1,3.333333333,5,4.4,5,5,5,5,5,5,apple
4.4,4.233333333,3.8,4,5,4,4,2,5,3,apple
3,3.6625,4.25,3,5,4,5,4,4,4,apple
5,4.6,3,4.4,5,4,5,5,3,5,apple
3.257142857,3.716666667,4,3.547222222,4,4,5,3,5,5,apple
2.708333333,3.338888889,4.6,3,4,3,4,4,4,3,apple
3,3.628571429,2.9,3.4,3,none,none,none,none,none,apple
3.74,4.2,4.8,3,5,3,5,4,4,5,apple
3,3,5,3,4,4,4,4,3,4,apple
3.022222222,4.125,3,3.238095238,3,3,3,2,4,3,apple
3.333333333,3.427857143,4.15,3.6875,4,2,5,3,4,3,apple
3.104166667,3.074,5,3,4,4,5,4,4,4,apple
3.2,3.65,3,3.2,3,3,3,2,3,1,apple
2.85,3.7,3,3,5,1,5,1,5,5,apple
5,3.8,4.8,3,5,5,4,3,5,3,apple
2.666666667,4.2,3,3,4,none,none,none,none,none,apple
4,4.7,5,3.5,5,2,5,5,5,5,apple
3.7,3.7,3,4,2,2,2,1,2,2,apple
2.466666667,4.333333333,5,3,5,5,5,4,4,5,apple
3.184,3.484761905,3.55,3.55,4,2,5,4,3,4,apple
2.75,3.674242424,2.25,3,5,1,5,5,3,5,apple
3.220833333,3.718181818,3.624242424,3,4,2,4,4,4,2,apple
3.4,3.268181818,4.82,3,4,3,3,4,4,4,apple
3.157142857,3.544166667,3,3.62,4,4,4,4,3,3,apple
3.4,4.6,3.8,3,5,5,5,5,5,5,apple
3.008333333,3.76,4.6,3.4,4,none,5,3,none,none,apple
2.9,3.76,3,3,4,2,4,5,3,2,apple
3.228792208,3.579585327,3.552380952,3.5,3,1,5,2,3,2,apple
3.32,3.777777778,3,3,4,3,4,3,4,2,apple
3,3.868181818,3,3.566666667,4,2,5,2,3,3,apple
2.916666667,3.458333333,4.6,3,4,4,4,4,3,4,apple
3.5,3.569444444,4.4,3.5,5,5,5,4,4,5,apple
3.4,3.92,5,4.2,5,5,5,5,5,4,apple
3.158,3.8125,4,3,5,4,4,4,5,4,apple
2.766666667,3.85,2.75,3.448181818,4,1,4,2,3,1,apple
3,3,3,3,4,4,4,4,4,4,apple
3.3,3.733333333,3,3.509090909,4,5,4,5,4,4,apple
3.2,3.464,3.977777778,3.555555556,4,3,4,3,2,4,apple
2.921666667,3.361904762,3.2,3,3,none,none,none,none,none,apple
3.4,4.6,4.4,3,4,none,none,none,none,none,apple
2.980952381,3.618181818,3.6,3,3,1,2,1,1,1,apple
3,3.533333333,3.575,3,5,3,5,4,5,5,apple
2.894444444,2.894444444,3,3.2,5,5,5,5,5,5,apple
3.1,3.864285714,3,3,2,2,4,2,3,1,apple
3,3.355555556,3,2.925,2,1,3,1,2,1,apple
3,3.65,3.233333333,3,5,3,5,5,5,5,apple
2.977238095,3.168055556,4.1,3.061796537,4,2,none,4.5,4.5,3,apple
3,2.9,5,3.575,5,5,none,5,5,5,apple
3,3.466666667,4.6,3,5,5,none,4,4.5,4,apple
2.679,3.607142857,3.96,3.45,5,3.5,none,4,4,4,apple
3,3.863333333,3,3,3,3,4,4,4,3,apple
2.458333333,3.666666667,3.6,3,4,2.5,none,2,5,3.5,apple
2.472222222,4.733333333,3.6,4.5,5,5,none,5,5,4,apple
3.38,4.4,3.416666667,3.573333333,2,1.5,none,2,4,2,apple
2.85,3.733333333,3,4,3,5,5,1,2,4,apple
3.2,3.955555556,3,3,5,2.5,none,4,5,4,apple
2.416666667,4.085714286,3.683333333,2.75,4,4,none,4,4,4,apple
3,4.3,2.825,3,5,5,none,5,4.5,5,apple
1.8,4.8,5,3,5,4.5,none,4.5,5,5,apple
2.9,3.833333333,3,3.162962963,5,3,none,5,4.5,5,apple
1.5,3.75,3.766666667,3,4,3.5,none,3,4.5,3,apple
3.397777778,3.415151515,3.25,4.25,5,3,none,2.5,4.5,3.5,apple
2.8,3.773333333,3.393333333,3.286607143,4,3.5,none,4,3.5,2,apple
3,3.893506494,4,4.2,5,5,none,4.5,4.5,4,apple
2.95,4.15,3.8,3,3,3.5,none,3,4.5,1.5,apple
3.461111111,4.4,3.3,3,2,1,none,3,2.5,2.5,apple
2.894149832,3.548148148,2.108333333,2.799074074,4,2,none,2,4.5,1.5,apple
2.933333333,4,4.6,4.6,5,5,none,5,5,5,apple
3.26,3.4,4.6,3,5,5,none,4,5,4,apple
3.3,4.016666667,4.2,4,4,2.5,none,3,3,3,apple
2.9,4.333333333,4,4.4,4,5,none,4.5,4,5,apple
3.057142857,3.265384615,3.3,3,2,3,none,3.5,2.5,2,apple
3.25,4.038888889,3.6,3,5,3.5,none,3.5,2.5,4,apple
3.163736264,4,3.9,3.933333333,1,1,3,2,4,1,apple
2.888888889,5,5,3,5,5,none,5,5,5,apple
3,4.4,4.6,4.4,4,3.5,none,3,5,5,apple
3.5,4.6,4.6,2.9,3,3,none,1.5,3,3,apple
3,4.6,3.16,3,4,5,none,3.5,1.5,4.5,apple
3.52,4.43,4,3.091666667,2,3,none,3,2,2,apple
3.622222222,3.666666667,3.5,4.3,3,4,none,2,2.5,3.5,apple
3,4,5,4,5,4,none,5,4,4,apple
2.033333333,4.133333333,3,3.8,4,3.5,none,4.5,3.5,4,apple
3.4,4.6,4,3.9,3,3,none,3,3,3,apple
3.05,4.6,4.6,3.425,4,4.5,none,4,4.5,4.5,apple
2.507291667,3.11005291,3,3.314285714,5,5,none,5,4,2.5,apple
2.988888889,4.372222222,4.5,3.86,5,5,none,5,5,5,apple
3.44,3.7375,4.6,3.953333333,4,5,none,3.5,4,4.5,apple
2.782307692,3.558333333,3,3,2,1,none,2,2,3.5,apple
3.416666667,3.516666667,4.6,4,4,4.5,none,2,4.5,3,apple
3,4.5,4.6,3,3,4.5,none,3.5,4,4,apple
3.557142857,3.715833333,4.6,4.066666667,3,3.5,none,3,3,4,apple
